lipid,type,mean1,mean2,logFC,logCPM,LR,PValue,FDR,Z1_sum,Z2_sum,Z3_sum,Z4_sum,Z5_sum,K1_sum,K2_sum,K3_sum
PE(17:1_18:1),PE,208063.6,267753.3333333333,-0.0728658114551906,2.20711493955191,0.022726291627982093,0.8801710218660959,0.9957257652147417,201894,164104,237300,215640,221380,290660,265520,247080
PE(18:0_18:0),PE,77725.6,105886.66666666667,0.004417445550272716,0.8199204638079299,8.416064667102208e-5,0.992680380563637,0.9957257652147417,74390,66580,88604,78864,80190,102370,109990,105300
PE(18:0_18:1),PE,220229600,261241000,-0.2209687004462263,12.231308447528662,0.20706119431226444,0.6490806259818062,0.9957257652147417,249129000,231369000,288849000,185155000,146646000,256856000,281878000,244989000
PE(18:0_20:1),PE,25858996.58,44776967.1,0.36016824371973216,9.333404073425351,0.5680163346601095,0.45104825056805425,0.9957257652147417,26358711.3,16690278,32312920.7,19540976.4,34392096.5,44724764,42734774,46871363.3
PE(18:0_20:3),PE,19125692.4,29644773.333333332,0.1810547961140525,8.842311305340742,0.142316787060342,0.7059885895932839,0.9957257652147417,19277100,19059136,20954130,18310360,18027736,32101088,29056612,27776620
PE(18:0_20:5),PE,874378,690443.3333333334,-0.7562010207734641,4.063814349320918,2.330902908211744,0.12682829338547108,0.9957257652147417,375220,1034000,926730,1131700,904240,1519200,121360,430770
PE(18:0_22:1),PE,487208,815166.6666666666,0.2973668760353176,3.5837763532125457,0.3860917134833164,0.5343609506855717,0.9957257652147417,510480,458940,304760,509440,652420,761420,952400,731680
PE(18:0_22:4),PE,129417200,193972666.66666666,0.1313601096827259,11.573565498105044,0.0747209186094866,0.7845832051125659,0.9957257652147417,145713000,95143000,173295000,102960000,129975000,179955000,242481000,159482000
PE(18:0_22:5),PE,280938,488690,0.35171950973774896,2.811610085832244,0.5414702311135138,0.46182405294790757,0.9957257652147417,269630,237420,304440,278540,314660,430390,625080,410600
PE(18:0_24:4),PE,6966686,8917843.333333334,-0.05996850179944854,7.25851516602776,0.015405612045076733,0.9012207807302208,0.9957257652147417,6330000,3765840,8982400,9295200,6459990,9929600,8092330,8731600
PE(18:1_16:1),PE,1634572,2780000,0.3494468434909255,5.374259773215981,0.5344460277257692,0.4647436314019902,0.9957257652147417,714660,1339800,2128400,2017400,1972600,3212900,2736000,2391100
PE(18:1_18:1),PE,47720600,55711666.666666664,-0.22360698276334873,10.003447564557842,0.21199852738721744,0.6452054681342531,0.9957257652147417,46498000,44473000,49307000,48716000,49609000,55704000,60785000,50646000
PE(18:1_18:2),PE,3670680,3871866.6666666665,-0.35083960245666496,6.258223077131597,0.5174168000522092,0.4719456864656151,0.9957257652147417,4068600,2596000,4910700,3191200,3586900,6655700,1623800,3336100
PE(18:1_20:1),PE,21162858,34606000,0.27378992450437195,9.001073848601857,0.32693384919580926,0.5674701510512598,0.9957257652147417,20299700,14230990,22694900,22724800,25863900,31026200,45117100,27674700
PE(18:1_20:3),PE,2771880,2909600,-0.38353970138728366,5.849252994498029,0.6169443125030625,0.4321850702025883,0.9957257652147417,2888400,2809800,2407700,3142300,2611200,2318500,3446800,2963500
PE(18:1_20:4),PE,10582396,9762746.333333334,-0.5451962564802504,7.696710478138491,1.2319259446650248,0.2670328144125361,0.9957257652147417,10246460,4723360,11946770,13065870,12929520,6596010,15507184,7185045
PE(18:1_22:1),PE,73594.6,29868.573333333334,-1.7503195266560325,0.32876727729763494,11.380501685104491,7.421906906961091e-4,0.045521029029361365,102750,69675,89984,33843,71721,88815,508.43,282.29
PE(18:1_22:4),PE,380007.71,8196079.03,3.9775538392403496,5.774446349478569,64.3556905700331,1.0386796087209196e-15,2.548227306728656e-13,40391.3,307145.8,448744.2,323123.6,780633.65,548810,23345151.09,694276
PE(18:1_22:6),PE,1470894,1447756.6666666667,-0.41714843094976833,4.887189850223663,0.728056859203214,0.3935137620440848,0.9957257652147417,1436280,748100,1293200,2034350,1842540,904340,684330,2754600
PE(18:1_24:1),PE,228158,395286.6666666667,0.3498028045589895,2.51520168759057,0.53553732943999,0.4642881092465372,0.9957257652147417,229870,200320,246510,213020,251070,391870,388010,405980
PE(18:2_16:0),PE,989294,1550436.6666666667,0.23072515398269464,4.564219027443327,0.2316899888538333,0.6302735488081783,0.9957257652147417,844760,569820,1510570,709330,1311990,1866050,1022810,1762450
PE(18:2_18:1),PE,9790616,11733433.333333334,-0.1751773818327157,7.728671131091987,0.13052068698726932,0.7178927825909701,0.9957257652147417,9179700,8851730,9140550,12131200,9649900,13090700,11057300,11052300
PE(18:2_22:6),PE,2426774,2801850,-0.21329603571673347,5.686190721042105,0.19302813233876392,0.6604081891967526,0.9957257652147417,825270,2362000,3280900,3597000,2068700,5858200,2295100,252250
PE(18:3_18:1),PE,7968009.3126,2175570,-2.2508684477544687,6.942135092819438,17.3771678588179,3.064856637668577e-5,0.0025063716503600803,11409000,46.563,7335700,18367000,2728300,3247400,938310,2341000
PE(18:3_20:4),PE,100330.6,133416.66666666666,-0.017818105406490953,1.167846047292166,0.0013636965894019415,0.9705422046993611,0.9957257652147417,98747,71507,94909,100910,135580,132540,134170,133540
PE(18:3_22:6),PE,37947.6,98047.66666666667,1.0294402070168884,0.17688926525313992,4.7375486970274,0.029511091861941972,0.6059043771562181,15497,10906,29120,114850,19365,171630,31160,91353
PE(20:0_18:1),PE,4402411.8,8870956,0.5717480014107865,6.877505528851102,1.44361862347301,0.22955466498922877,0.9957257652147417,3393812,4441372,3593490,4781076,5802309,9272664,9789041,7551163
PE(20:0_22:6),PE,1920.874,2592.42,-0.05557355024711361,-4.429505294384969,0.01320797867951029,0.9085038000518845,0.9957257652147417,1039.8,4781.6,124.88,128.69,3529.4,4472,210.56,3094.7
PE(20:1_20:1),PE,723856,1095356.6666666667,0.12093388295517099,4.122244613137308,0.0632948316670694,0.8013621314287339,0.9957257652147417,1385600,664960,488220,488610,591890,1443900,925280,916890
PE(20:1_22:4),PE,401264,605096.6666666666,0.15670809790055404,3.2390637435698664,0.10648095235112451,0.7441866512056097,0.9957257652147417,330900,350780,417740,429530,477370,584980,653010,577300
PE(20:2_18:0),PE,1795400,2454890,0.011907825219348116,5.344122512576284,6.099771417330535e-4,0.9802960774412501,0.9957257652147417,1462350,1643910,1579690,2210990,2080060,2091480,3123200,2149990
PE(20:2_20:1),PE,249030,454580,0.4409140959707401,2.661691092113265,0.8541840129214702,0.3553713891516435,0.9957257652147417,190870,186510,267360,257210,343200,461170,508550,394020
PE(20:3_16:0),PE,52938.8,76141.34900133334,0.09514709929898613,0.26438982015007334,0.03912331972256311,0.8432045530452663,0.9957257652147417,20973,33643,79720,86869,43489,89544,138880,0.047004
PE(20:3_18:0),PE,7430880,12746250,0.35132450663730647,7.519316318944827,0.5402516763416827,0.46232844233773723,0.9957257652147417,4014320,7823820,4521130,10838520,9956610,6201800,15772270,16264680
PE(20:3_18:1),PE,7338138,4451623.333333333,-1.1754821675761953,7.051948831122278,5.430065767250098,0.01979293373567854,0.4781298384269787,5483670,8346850,9902700,8814410,4143060,6902200,4444850,2007820
PE(20:3_20:4),PE,53377.68,30464.846666666668,-1.2919489870301892,-0.046856415849697214,6.487770624375887,0.010861911083346507,0.3510751341595567,55750,89449,13458.4,74249,33982,10806.54,37608,42980
PE(20:3_22:6),PE,59979.2,87883.33333333333,0.15856990075202998,0.4643491461594377,0.10903103225470101,0.7412499997817272,0.9957257652147417,51014,26460,58066,121220,43136,137350,63093,63207
PE(20:4_16:0),PE,83226672,129762766.66666667,0.1497863302778649,10.98563416683847,0.09724774002781622,0.7551577917551376,0.9957257652147417,105004630,110022060,92234850,33568620,75303200,115818600,149211200,124258500
PE(20:4_16:1),PE,4773056,5798860,-0.14260773409008082,6.6820397452073506,0.08667755174564395,0.7684442324517323,0.9957257652147417,3342760,3174550,5996000,5994900,5357070,5301790,7078100,5016690
PE(20:4_17:1),PE,144726.4,233853.33333333334,0.29849617385330857,1.8016781270423334,0.389043899553986,0.5328023972544936,0.9957257652147417,141130,41032,223950,211080,106440,270540,112350,318670
PE(20:4_18:0),PE,670619110,859185533.3333334,-0.07975198265415862,13.854808537899688,0.027213625755133197,0.8689711141595791,0.9957257652147417,346628830,701517000,781080300,798144920,725724500,873113600,986270000,718173000
PE(20:4_18:1),PE,98469394.86,100173083.33333333,-0.43463103149754534,10.99294124873718,0.7893666226110717,0.3742917136309981,0.9957257652147417,106970750,108765790,87752740,101149411,87708283.3,87346190,107573060,105600000
PE(20:4_18:3),PE,1498564.4,983179.3333333334,-1.0424809882917376,4.779635961219359,4.3226103980687185,0.03760918580431568,0.7097528397942652,1545348,1440373,1215782,1782757,1508562,196670,787207,1965661
PE(20:4_20:0),PE,856004,1232466.6666666667,0.0841301639582072,4.311131944671957,0.0305714258578281,0.8611999633266106,0.9957257652147417,744220,851320,803910,936570,944000,1152600,1253900,1290900
PE(20:4_20:1),PE,6698632,12464700,0.44987544744470925,7.441404946786044,0.8895967040519974,0.3455866206680687,0.9957257652147417,5713530,6628100,9430600,6559730,5161200,12744700,10839300,13810100
PE(20:4_20:3),PE,460579.4,402090,-0.660904032036696,3.191850676696047,1.7941434548816382,0.1804221382626394,0.9957257652147417,297500,581360,716660,358937,348440,475440,428780,302050
PE(20:4_20:4),PE,2965920,3282050,-0.29101545591956707,5.957767063052165,0.3574724021239639,0.5499133606738195,0.9957257652147417,2512100,2362000,3280900,3597000,3077600,5858200,3735700,252250
PE(20:4_20:5),PE,26765.896,40778,0.16339465136887765,-0.6472600883246644,0.11578700077021153,0.7336495249970786,0.9957257652147417,8264.1,25104,73610,26583,268.38,36961,36852,48521
PE(20:4_22:0),PE,89884.8,113338.33333333333,-0.09784308607922951,0.9888195955292488,0.0409137771604553,0.839704445446262,0.9957257652147417,73466,90777,72038,98813,114330,102340,94865,142810
PE(20:4_22:1),PE,263782,401143.3333333333,0.14410731637345991,2.6700656484307994,0.08998514694619852,0.7641960390504865,0.9957257652147417,283120,315430,248670,272300,199390,460130,349930,393370
PE(20:4_22:4),PE,4416190.8,5662580.666666667,-0.05682327715925595,6.600770741446786,0.013834508940511636,0.9063686072086218,0.9957257652147417,2373194,3892044,4149596,6179860,5486260,5470080,5348642,6169020
PE(20:4_22:5),PE,921910,1458700,0.2550159439888344,4.452954766203506,0.2833788787679836,0.5944950837878719,0.9957257652147417,906510,320340,1100200,1203000,1079500,1708900,1402800,1264400
PE(20:4_22:6),PE,4380560,5312333.333333333,-0.15500811899175415,6.569864021111644,0.10232688455287517,0.7490549506838042,0.9957257652147417,3690500,3667000,4911000,4932800,4701500,5411100,5307500,5218400
PE(20:4_24:6),PE,59845.4,175728.33333333334,1.081062731445404,0.9312846745887683,5.2292464470347895,0.022210152749581553,0.49535370980884924,42663,50807,69463,88614,47680,49357,461260,16568
PE(20:5_16:0),PE,34770.1506,43363.833333333336,-0.03822255593650497,-0.41685489434156003,0.006266058877699265,0.9369065996145804,0.9957257652147417,46.753,31177,21219,97377,24031,76790,7330.5,45971
PE(20:5_16:1),PE,38772.4,20893.833333333332,-1.2911563445688143,-0.5702757301631721,6.480021060102498,0.010909369103635026,0.3510751341595567,31808,19589,57321,56499,28645,29591,8619.5,24471
PE(20:5_18:0),PE,6662280,7266766.666666667,-0.3214898528103619,7.126871703802039,0.4353528414399579,0.5093740117509711,0.9957257652147417,6233400,5982300,7203100,6565000,7327600,8536100,8399300,4864900
PE(20:5_20:4),PE,28108.84,27731,-0.36328484220504187,-0.8404905227678133,0.5542100134943269,0.4566025690760075,0.9957257652147417,15497,10646,23484,82975,7942.2,36122,0,47071
PE(20:5_22:6),PE,110339.6,127716,-0.22484788663537514,1.2403992416077485,0.21433320007717716,0.6433920801041527,0.9957257652147417,85462,106902,120442,130144,108748,160414,114602,108132
PE(21:2_18:1),PE,3384340,3327733.3333333335,-0.5167163720331321,6.141819489183638,1.1089573095669358,0.2923087186266109,0.9957257652147417,4762200,5171400,1331900,1454900,4201300,3692500,3198200,3092500
PE(22:3_18:0),PE,246654,398063.3333333333,0.2575947590047679,2.575392286745619,0.28917197814326157,0.5907516353241773,0.9957257652147417,247990,192570,173450,212100,407160,308250,440450,445490
PE(22:3_22:6),PE,448011,818430,0.4472376420285099,3.5212721763115638,0.8790940877952116,0.34844992152228654,0.9957257652147417,266860,378475,523120,454910,616690,860780,753980,840530
PE(22:4_16:0),PE,16831840,12447040,-0.8830803840990806,8.307550664640722,3.145203172773023,0.0761505164785943,0.9957257652147417,15556000,15998000,17650600,16405600,18549000,13969000,13862100,9510020
PE(22:4_18:0),PE,92918200,146439333.33333334,0.2239167512964141,11.11685165890797,0.21814570272567035,0.6404564465231186,0.9957257652147417,97142000,53850000,115530000,83040000,115029000,150498000,161654000,127166000
PE(22:4_18:1),PE,1114546,1209816.6666666667,-0.3012391982408297,4.556102454009845,0.3827635914985308,0.5361279074215927,0.9957257652147417,1016100,982210,1417500,973220,1183700,1858700,141850,1628900
PE(22:4_22:6),PE,9896944.56,13881266.333333334,0.049100363786399565,7.827949290830349,0.01039308639810177,0.9187991501372622,0.9957257652147417,8683470,9021075,10885730,8920556.8,11973891,13064924,13226000,15352875
PE(22:5_18:0),PE,18928880,16782600,-0.6060269537471079,8.534754984197502,1.5150829910621617,0.21836510238672055,0.9957257652147417,16841700,14348000,20646900,22554400,20253400,12891800,19136500,18319500
PE(22:5_22:6),PE,1196993.8,1646636.3333333333,0.028194250660888324,4.765781757693396,0.003423323431931191,0.953343055289317,0.9957257652147417,1035895,1012102,1279447,1324609,1332916,1852495,1508673,1578741
PE(22:6_15:0),PE,137084.6,156143.33333333334,-0.2547122672528948,1.5464049193319007,0.2745095333734018,0.6003226554943732,0.9957257652147417,165970,96293,153440,148310,121410,154650,164120,149660
PE(22:6_16:0),PE,393352800,433440666.6666667,-0.2987919480436204,13.015688604941692,0.37663382225670805,0.5394102862919833,0.9957257652147417,394959000,321449000,472210000,527560000,250586000,310428000,443764000,546130000
PE(22:6_16:1),PE,2237836,2520363.3333333335,-0.2710744152968825,5.565225969105216,0.31057850933401965,0.5773254057152215,0.9957257652147417,1979870,1778690,3010400,2297010,2123210,2301040,3011620,2248430
PE(22:6_17:0),PE,771202,1104586.6666666667,0.033483933706092955,4.1812747071607745,0.00482935182110289,0.9445967761642239,0.9957257652147417,969210,967940,915890,607170,395800,1982200,1108900,222660
PE(22:6_17:1),PE,614137.6,811233.3333333334,-0.030689791938970385,3.7792947275588222,0.00404194594778251,0.9493076032526273,0.9957257652147417,600840,443658,706950,703430,615810,878010,803910,751780
PE(22:6_18:0),PE,426342000,513643333.3333333,-0.17158180796987735,13.170009832786285,0.12524650593438524,0.7234124548471138,0.9957257652147417,425100000,274290000,624560000,489000000,318760000,579860000,618800000,342270000
PE(22:6_18:1),PE,168814600,200315000,-0.21430212380238126,11.837470350132124,0.1948410568104224,0.6589176234877819,0.9957257652147417,203160000,191780000,64671000,237524000,146938000,142494000,261644000,196807000
PE(22:6_20:0),PE,414395.4,701320,0.3139936211855206,3.359441702486367,0.43080616523802595,0.5115936401829208,0.9957257652147417,299637,371220,646690,295510,458920,813200,746770,543990
PE(22:6_20:1),PE,584798,824666.6666666666,0.0679404900696401,3.745935212691851,0.01991965669542406,0.8877617034302,0.9957257652147417,492450,483910,596130,517730,833770,910300,696040,867660
PE(22:6_22:6),PE,5326060,6156800,-0.22537091753670763,6.82861719618824,0.21533170683625708,0.6426201798287561,0.9957257652147417,4807700,4523200,5358400,6227700,5713300,6630300,6142800,5697300
PE(22:6_24:6),PE,226503.4,299406.6666666667,-0.004354366166367213,2.329225761909012,8.175698515522356e-5,0.9927856604686388,0.9957257652147417,66167,225550,185290,332000,323510,298380,258170,341670
PE(22:7_16:0),PE,540952,719666.6666666666,-0.039816042267668675,3.6123121068342097,0.006799399160311692,0.9342821425152686,0.9957257652147417,523700,563850,560130,513860,543220,826860,706150,625990
PE(22:7_18:0),PE,75842.56,85378.66666666667,-0.24231042407749573,0.6993731009541821,0.24862720277572237,0.6180433691310998,0.9957257652147417,2876.3,79558,186720,2078.5,107980,58621,2085,195430
PE(22:7_22:6),PE,47482.48,360436.6666666667,2.5651120282364714,1.5348618974634387,28.901979458565492,7.613506810023937e-8,1.4008852530444044e-5,614.64,578.76,103110,48927,84182,388250,338230,354830
PE(23:0_18:1),PE,85334.8,168848,0.5722205868112786,1.168779636634183,1.445976376496771,0.2291746758439235,0.9957257652147417,42189,72419,84666,111120,116280,167568,154942,184034
PE(24:0_18:1),PE,70975,121090,0.3368308810960143,0.8186270584383685,0.49624829447458363,0.481153243846268,0.9957257652147417,61317,65689,66179,80259,81431,116180,111550,135540
PE(24:4_22:6),PE,456866,414376.6666666667,-0.5931676863924377,3.1951828487997527,1.4529005118248914,0.22806311051568276,0.9957257652147417,456500,472040,559150,253080,543560,305740,345250,592140
PE(24:6_22:6),PE,512393.6,753170,0.14978261460715384,3.565907160341352,0.0972421557312404,0.7551645967616464,0.9957257652147417,337550,284122,732930,696760,510606,740900,635680,882930
PE(24:8_16:1),PE,82982.196,183546.4,0.760507559956506,1.2011554912783475,2.5696852853834073,0.10892940090613927,0.9957257652147417,32036.9,48794.5,120710.4,180494.7,32874.479999999996,251266.2,107111,192262
PE(24:8_18:1),PE,331689.98,423461.575,-0.15530539900980223,2.9272731522080573,0.10271690656990984,0.748593283782019,0.9957257652147417,287759,593703.1,616286.8,86870,73831,922909,273006.725,74469
PE(34:3),PE,100512.4,169120,0.3326702813486385,1.2990213335209466,0.4839802041308756,0.4866249576431144,0.9957257652147417,78408,92401,31423,170640,129690,193930,171770,141660
PE(42:4),PE,1281812,2309933.3333333335,0.4259997384990494,5.01756761180774,0.7968895927879334,0.3720249602206438,0.9957257652147417,1163300,941460,1109600,1806300,1388400,2297300,2380800,2251700
PE(O-16:0_18:1),PE,1994020,2102836.6666666665,-0.35094849479262896,5.359550157087652,0.5177339169823707,0.47180993246251446,0.9957257652147417,1858200,1322200,1975600,2061700,2752400,3080800,2233900,993810
PE(O-16:0_20:4),PE,2629586,2935016.6666666665,-0.26845724932386494,5.790849426565831,0.3046639580511523,0.5809732040018414,0.9957257652147417,2987140,1849380,1892650,3317220,3101540,2378170,2794980,3631900
PE(O-16:0_22:4),PE,6299320,7043600,-0.279584370772596,7.052585565534343,0.3301962140737258,0.5655435729586502,0.9957257652147417,6009200,5421300,5314400,7352800,7398900,4584400,8891400,7655000
PE(O-16:0_22:6),PE,62018343.8,70498655.66666667,-0.2863316441882548,10.379755322826911,0.3461684348726626,0.5562901413360348,0.9957257652147417,68472000,73701000,54245690,56657598,57015431,73952000,86553000,50990967
PE(O-16:1_18:1),PE,131471477.6,226325183.66666666,0.3539750204910564,11.66826423341235,0.5484986442757975,0.45893179693512154,0.9957257652147417,44379804,149619143,118819287,189976008,154563146,189951493,272279931,216744127
PE(O-16:1_20:3),PE,1029934,1355820,-0.031072631919244257,4.519623914334881,0.004143538735917829,0.9486753582563084,0.9957257652147417,981370,741930,983460,1247830,1195080,1235180,1411530,1420750
PE(O-16:1_20:4),PE,63449623.324,75661231.54333334,-0.17394912961705922,10.419640564285544,0.12870695844398883,0.7197764937557749,0.9957257652147417,52384420,51059333.62,70788380,83676543,59339440,63045713,74527451.63,89410530
PE(O-16:1_22:5),PE,564730,697616.6666666666,-0.13472528630517158,3.624026313060142,0.07739812657948386,0.780854852633957,0.9957257652147417,398720,651270,330480,835450,607730,624920,802450,665480
PE(O-16:1_22:6),PE,140636740,160433333.33333334,-0.24769717306796424,11.546844930313744,0.2597257409277357,0.61030863705095,0.9957257652147417,113038700,135797000,141681000,168845000,143822000,154986000,163468000,162846000
PE(O-17:1_18:1),PE,2766866.6,4682223.666666667,0.3195160529649972,6.09434580466953,0.44620960995204184,0.5041404679958433,0.9957257652147417,2889585,1986084,3297739,2954727,2706198,3937811,5305750,4803110
PE(O-17:1_20:1),PE,1780352,2953720,0.2726328981336034,5.457048360131116,0.32415825195180137,0.5691193388260165,0.9957257652147417,2400330,1304670,2268880,1129750,1798130,4063360,3103380,1694420
PE(O-17:1_20:4),PE,1073648.4,1188687.3333333333,-0.29537030161251127,4.49860195069124,0.3681413931249682,0.5440191151657076,0.9957257652147417,1302030,753327,1152160,1529630,631095,954799,1385610,1225653
PE(O-18:0_16:0),PE,1038789.8,1520533,0.12427603393670474,4.589067925942469,0.06685376733966097,0.7959740125126816,0.9957257652147417,1038330,650680,1027270,1078109,1399560,1620280,1554639,1386680
PE(O-18:0_18:1),PE,1608414,2167400,-0.0128803503065047,5.176320392657731,7.12924304039575e-4,0.9786985007629753,0.9957257652147417,635220,2078900,635030,723320,3969600,2122200,2862500,1517500
PE(O-18:0_20:4),PE,1236564,1415966.6666666667,-0.19927055215915662,4.690826903364651,0.1686307598754313,0.6813315725093951,0.9957257652147417,722620,449500,1803100,1836500,1371100,1378000,1445300,1424600
PE(O-18:0_22:4),PE,444126,257733.66666666666,-1.2900030103640943,2.9870910872366245,6.469992757796803,0.010971097942486147,0.3510751341595567,487420,462900,514020,566970,189320,56924,687830,28447
PE(O-18:1_14:0),PE,1099258,954976.6666666666,-0.6445148285849989,4.4211993044776605,1.708482346895043,0.19118239667917783,0.9957257652147417,962580,990700,873310,1327700,1342000,1127800,1228700,508430
PE(O-18:1_18:1),PE,75131340,91861433.33333333,-0.1764236719324267,10.679317504922901,0.13237396220379027,0.7159832211601657,0.9957257652147417,75724000,83337000,51482700,88065200,77047800,72007500,145504000,58072800
PE(O-18:1_20:1),PE,9801288,15791593.333333334,0.24282781108325344,7.890365814872167,0.2567874125301987,0.6123358860679563,0.9957257652147417,9111020,8914900,9557700,9991080,11431740,12231140,19194400,15949240
PE(O-18:1_22:1),PE,1937788,3440266.6666666665,0.3892279778930444,5.612463173671293,0.6642165232954036,0.41507528686583617,0.9957257652147417,1778800,1737060,1859280,2072400,2241400,3347400,3581400,3392000
PE(O-18:1_22:2),PE,2358674,4649846.666666667,0.5482598925236973,5.9623705681840455,1.3263053853810782,0.2494635585880942,0.9957257652147417,973790,2489880,3017440,2399450,2912810,5024580,4440250,4484710
PE(O-18:1_22:3),PE,868657,1529376.6666666667,0.3866052861332446,4.449240474957285,0.6552193443859207,0.4182527853265465,0.9957257652147417,792360,679212,937660,802693,1131360,1635810,1324730,1627590
PE(O-18:1_22:4),PE,55310600,57497133.333333336,-0.36612876226123114,10.145568121828411,0.5628946114756204,0.45309630510974847,0.9957257652147417,54259600,31123300,65294000,75064000,50812100,54500600,59908400,58082400
PE(O-18:1_22:5),PE,4200299.82,5537322.733333333,-0.01932301218133245,6.535116356046297,0.0016035469406912028,0.9680577985677787,0.9957257652147417,3781103,2048091.9,4303386,5276026.2,5592892,5794099,6973591,3844278.2
PE(O-18:1_22:6),PE,338500600,327597000,-0.4740600430212469,12.731492161559922,0.9363834045365753,0.3332096763004719,0.9957257652147417,380758000,194599000,326558000,325536000,465052000,300825000,332184000,349782000
PE(O-18:2_16:0),PE,30806900,27403000,-0.595209493827579,9.23790829959585,1.4627033352977894,0.22650048119993726,0.9957257652147417,29468000,20851500,32971000,35986000,34758000,34698000,26185000,21326000
PE(O-18:2_16:1),PE,5031518,7917906.666666667,0.20499962027311922,6.919423657679599,0.18267108238750907,0.6690877327622733,0.9957257652147417,5341550,4999500,3748690,5470070,5597780,7695820,8682340,7375560
PE(O-18:2_17:1),PE,156310,252456.66666666666,0.2457086863307139,1.925227846163999,0.26294801992788597,0.6081020211534974,0.9957257652147417,160100,134260,183990,187830,115370,239010,276700,241660
PE(O-18:2_18:1),PE,66153582,72140433.33333333,-0.2850132352761296,10.429721595748642,0.34301853426432194,0.5580920272915548,0.9957257652147417,46199410,49278700,75589200,79043800,80656800,98664000,42752600,75004700
PE(O-18:2_19:1),PE,2708571.4,4530683.333333333,0.29620232949967523,6.061507719257702,0.3830552890376089,0.535972616139333,0.9957257652147417,2536233,2640430,2604854,2823030,2938310,4581180,4842330,4168540
PE(O-18:2_20:1),PE,66792580,116238500,0.39022952535000427,10.695582333964628,0.66766949449606106,0.41386530911722397,0.9957257652147417,40337500,52270800,57804900,83402700,100147000,157090000,94453500,97172000
PE(O-18:2_20:4),PE,60897979.8,62897813.333333336,-0.37827744887241355,10.28996165529467,0.6003558533620006,0.4384422841084102,0.9957257652147417,31900072,52901163,95869480,59888950,63930234,73233990,49830250,65629200
PE(O-18:2_22:1),PE,20295696,25654453.333333332,-0.11359209937589751,8.813718622411312,0.055093964804178386,0.8144252593373005,0.9957257652147417,14907350,22241770,26223420,16302950,21802990,24929350,26771090,25262920
PE(O-18:2_22:2),PE,8071177.6,9406620,-0.20749778363217203,7.427088884246127,0.18274500198406507,0.6690247652874778,0.9957257652147417,6550470,6236300,8972640,9701518,8894960,9160140,9902040,9157680
PE(O-18:2_22:3),PE,2462840,3308015.4,-0.019898579487585045,5.796028976182333,0.0017006026103079108,0.9671058701558772,0.9957257652147417,2485720,2323580,1988770,2903660,2612470,3952800,3685560,2285686.2
PE(O-18:2_22:4),PE,3568060,4950066.666666667,0.02832714397511919,6.3530756687235685,0.003455109336417239,0.9531271967495053,0.9957257652147417,2937000,3682900,3478200,3020200,4722000,6191100,4769000,3890100
PE(O-18:2_22:5),PE,1591740,1626700,-0.40504969854141004,5.032398523952076,0.6870322449448818,0.4071756622855079,0.9957257652147417,1531700,1375900,1661200,1781400,1608500,2055200,1432600,1392300
PE(O-18:2_22:6),PE,122162083,157884161.23333332,-0.07537872626723591,11.411778089313472,0.024317710793620967,0.8760792358467668,0.9957257652147417,120198470,118201900,115550990,127958215,128900840,173093933.7,157149820,143408730
PE(O-18:2_23:1),PE,1067178.44,2320784,0.6881345143801064,4.884052493482416,2.0993911518745545,0.1473578061488488,0.9957257652147417,883239,889898,1050527.2,1038855,1473373,1935050,2523972,2503330
PE(O-18:2_24:1),PE,394512,701503.3333333334,0.39426840966313875,3.317063675401032,0.6816744724749125,0.4090107212692246,0.9957257652147417,363550,338400,391320,408690,470600,695700,699760,709050
PE(O-18:3_20:4),PE,219447.6,271754,-0.12903328775224346,2.272281212858717,0.07102079767041047,0.7898562576586081,0.9957257652147417,190041,251470,143941,266130,245656,239830,205672,369760
PE(O-19:1_22:6),PE,26822.8,12680.333333333334,-1.4636398286653007,-1.1429997459335612,8.189141156895175,0.004214186936756425,0.18244950502663113,0,34712,17731,81671,0,38041,0,0
PE(O-19:2_20:0),PE,503954,882973.3333333334,0.3848811682296478,3.668130215101069,0.6493379314635166,0.4203494857967157,0.9957257652147417,326980,397040,424820,851620,519310,466740,1285900,896280
PE(O-20:1_16:0),PE,159204,236530,0.14007452689118388,1.8957799023135518,0.08500099820439491,0.7706312395742284,0.9957257652147417,146970,121310,164050,175870,187820,233990,242900,232700
PE(O-20:1_20:1),PE,968894,1720133.3333333333,0.389227957943201,4.6125135682779135,0.6642154391884905,0.41507566757633324,0.9957257652147417,889400,868530,929640,1036200,1120700,1673700,1790700,1696000
PE(O-20:1_22:4),PE,376214,552186.6666666666,0.12407159623111472,3.131183612738209,0.06663285316810758,0.7963039539036835,0.9957257652147417,314890,310020,406480,397820,451860,509090,516430,631040
PE(O-20:1_22:6),PE,1794616,2040730,-0.25386897729205066,5.2462423172739685,0.2727173854266258,0.6015147247613993,0.9957257652147417,1846770,1264130,1967220,2458470,1436490,2455710,2563230,1103250
PE(O-20:2_20:1),PE,981168,1788233.3333333333,0.4371072764102738,4.6533615625179285,0.8393745599162474,0.3595757082636427,0.9957257652147417,1008100,864080,947780,1444700,641180,2038400,1132400,2193900
PE(O-20:2_22:5),PE,1182182,1417900,-0.17715053591862895,4.667040255167622,0.1334608616342554,0.7148703450162074,0.9957257652147417,980550,957660,1219200,1607500,1146000,1555800,1958000,739900
