LipidMolec,LipidMolecGroup,ClassKey,SubClassKey,FAKey,FAGroupKey,CalcMass,BaseRt,MolFormula,MainIon,IonCnt,IsoCnt,PDBCnt,TotalSmpIDRate(%),TotalGrade,Z1_sum,Z2_sum,Z3_sum,Z4_sum,Z5_sum,K1_sum,K2_sum,K3_sum,blank_sum
PE(22:6_17:0),PE(39:6),PE,diacyl,(22:6_17:0),(39:6),777.5309,18.3844,C44 H76 N1 O8 P1,M+H,1,2,2,7.69,B,969210,967940,915890,607170,395800,1982200,1108900,222660,0
PE(22:6_17:1),PE(39:7),PE,diacyl,(22:6_17:1),(39:7),775.5152,15.7998,C44 H74 N1 O8 P1,M+H,1,3,2,23.08,B,600840,443658,706950,703430,615810,878010,803910,751780,0
PE(22:6_18:0),PE(40:6),PE,diacyl,(22:6_18:0),(40:6),791.5465,19.5287,C45 H78 N1 O8 P1,M+H,1,7,2,69.23,A,425100000,274290000,624560000,489000000,318760000,579860000,618800000,342270000,12383
PE(22:6_18:1),PE(40:7),PE,diacyl,(22:6_18:1),(40:7),789.5309,16.8737,C45 H76 N1 O8 P1,M+H,1,7,2,23.08,A,203160000,191780000,64671000,237524000,146938000,142494000,261644000,196807000,0
PE(22:6_20:0),PE(42:6),PE,diacyl,(22:6_20:0),(42:6),819.5778,23.1453,C47 H82 N1 O8 P1,M+H,2,4,2,38.46,A,299637,371220,646690,295510,458920,813200,746770,543990,0
PE(22:6_20:1),PE(42:7),PE,diacyl,(22:6_20:1),(42:7),817.5622,19.6715,C47 H80 N1 O8 P1,M+H,1,3,2,53.85,A,492450,483910,596130,517730,833770,910300,696040,867660,0
PE(22:6_22:6),PE(44:12),PE,diacyl,(22:6_22:6),(44:12),835.5152,14.4349,C49 H74 N1 O8 P1,M+H,2,1,1,92.31,A,4807700,4523200,5358400,6227700,5713300,6630300,6142800,5697300,0
PE(22:6_24:6),PE(46:12),PE,diacyl,(22:6_24:6),(46:12),863.5465,15.5712,C51 H78 N1 O8 P1,M+H,1,2,0,7.69,A,66167,225550,185290,332000,323510,298380,258170,341670,0
PE(22:7_16:0),PE(38:7),PE,diacyl,(22:7_16:0),(38:7),761.4996,15.6232,C43 H72 N1 O8 P1,M+H,2,9,0,38.46,A,523700,563850,560130,513860,543220,826860,706150,625990,0
PE(22:7_18:0),PE(40:7),PE,diacyl,(22:7_18:0),(40:7),789.5309,20.4103,C45 H76 N1 O8 P1,M+H,1,7,0,15.38,B,2876.3,79558,186720,2078.5,107980,58621,2085,195430,0
PE(22:7_18:1),PE(40:8),PE,diacyl,(22:7_18:1),(40:8),787.5152,15.5294,C45 H74 N1 O8 P1,M-H,1,7,7,7.69,C,434900,132471,295521,466520,373350,169100,240151,139047,0
PE(22:7_22:6),PE(44:13),PE,diacyl,(22:7_22:6),(44:13),833.4996,14.8726,C49 H72 N1 O8 P1,M+H,1,2,0,69.23,B,614.64,578.76,103110,48927,84182,388250,338230,354830,0
PE(23:0_18:1),PE(41:1),PE,diacyl,(23:0_18:1),(41:1),815.6404,35.2237,C46 H90 N1 O8 P1,M-H,1,1,0,23.08,B,42189,72419,84666,111120,116280,167568,154942,184034,0
PE(23:4),PE(23:4),PE,diacyl,(23:4),(23:4),557.3118,7.0068,C28 H48 N1 O8 P1,M+H,1,1,0,7.69,C,4392.8,4349.6,4155.8,12442,9604.7,3253.6,9361.4,1.7814,0
PE(23:6),PE(23:6),PE,diacyl,(23:6),(23:6),553.2805,5.2895,C28 H44 N1 O8 P1,M+H,1,1,0,7.69,C,100668,66033,41690,101759,110366,70000,97657,84799,140.06
PE(24:0_18:1),PE(42:1),PE,diacyl,(24:0_18:1),(42:1),829.6561,35.9639,C47 H92 N1 O8 P1,M-H,1,1,1,92.31,A,61317,65689,66179,80259,81431,116180,111550,135540,0
PE(24:4_16:0),PE(40:4),PE,diacyl,(24:4_16:0),(40:4),795.5778,18.6111,C45 H82 N1 O8 P1,M+H,1,7,15,7.69,C,17172000,13391000,18663000,22062000,16913000,7379600,13720000,14666000,0
PE(24:4_22:6),PE(46:10),PE,diacyl,(24:4_22:6),(46:10),867.5778,18.5609,C51 H82 N1 O8 P1,M+H,2,2,0,30.77,A,456500,472040,559150,253080,543560,305740,345250,592140,0
PE(24:6_22:6),PE(46:12),PE,diacyl,(24:6_22:6),(46:12),863.5465,15.639,C51 H78 N1 O8 P1,M+H,1,2,0,69.23,A,337550,284122,732930,696760,510606,740900,635680,882930,0
PE(24:8_16:1),PE(40:9),PE,diacyl,(24:8_16:1),(40:9),785.4996,14.1081,C45 H72 N1 O8 P1,M+H,1,5,0,30.77,B,32036.9,48794.5,120710.4,180494.7,32874.479999999996,251266.2,107111,192262,0
PE(24:8_18:1),PE(42:9),PE,diacyl,(24:8_18:1),(42:9),813.5309,15.916,C47 H76 N1 O8 P1,M+H,1,5,0,15.38,B,287759,593703.1,616286.8,86870,73831,922909,273006.725,74469,0
PE(25:7_16:1),PE(41:8),PE,diacyl,(25:7_16:1),(41:8),801.5309,15.1971,C46 H76 N1 O8 P1,M+H,1,1,0,7.69,C,108370,188782.079,351840,418601.361,265005,547102,353412.23,342248.28,0
PE(26:6_16:0),PE(42:6),PE,diacyl,(26:6_16:0),(42:6),819.5778,17.8548,C47 H82 N1 O8 P1,M+H,1,4,8,7.69,C,11601800,6391100,12051400,11199100,10781400,5725000,13130800,11438400,7444.1
PE(32:0),PE(32:0),PE,diacyl,(32:0),(32:0),691.5152,22.6367,C37 H74 N1 O8 P1,M+H,1,3,10,7.69,C,1326570,1093760,1167040,1547090,1602120,1801800,2186800,2316400,0
PE(33:1)+D7:(s),PE(33:1)+D7:(s),PE,Dlabeled FA,(33:1)+D7:(s),(33:1)+D7:(s),710.5591,18.5693,C38 H67 D7 N1 O8 P1,M+H,1,2,0,7.69,C,135440,397950,21728,644730,163100,727310,511970,29249,320680
PE(34:1),PE(34:1),PE,diacyl,(34:1),(34:1),717.5309,20.5172,C39 H76 N1 O8 P1,M+H,1,4,18,15.38,C,911210,142700,280070,2206500,2161800,167200,2021500,1795000,0
PE(34:3),PE(34:3),PE,diacyl,(34:3),(34:3),713.4996,15.6552,C39 H72 N1 O8 P1,M+H,2,3,12,53.85,B,78408,92401,31423,170640,129690,193930,171770,141660,0
PE(37:6),PE(37:6),PE,diacyl,(37:6),(37:6),749.4996,15.6928,C42 H72 N1 O8 P1,M+H,1,3,6,15.38,C,130920,61411,61651,41129,59276,133940,29004,12076,0
PE(38:2),PE(38:2),PE,diacyl,(38:2),(38:2),771.5778,24.0936,C43 H82 N1 O8 P1,M+H,1,5,16,7.69,C,795150,749540,879590,1091900,1168200,1413500,1061500,1328200,0
PE(38:8),PE(38:8),PE,diacyl,(38:8),(38:8),759.4839,15.2488,C43 H70 N1 O8 P1,M+H,1,1,6,7.69,C,50542,52999,43924,10247,12669,21674,71677,43214,0
PE(40:10),PE(40:10),PE,diacyl,(40:10),(40:10),783.4839,14.7417,C45 H70 N1 O8 P1,M+H,1,1,3,15.38,C,13956.900000000001,30135,16164.6,3187.7,32039,121797,133902,71709,0
PE(40:4),PE(40:4),PE,diacyl,(40:4),(40:4),795.5778,23.6194,C45 H82 N1 O8 P1,M+H,1,7,15,15.38,C,29214,39915,179720,94401,182350,291210,337950,159800,0
PE(40:6),PE(40:6),PE,diacyl,(40:6),(40:6),791.5465,15.468,C45 H78 N1 O8 P1,M+H,1,7,11,23.08,C,1691900,572530,775320,2241300,1224300,2468800,218600,1175400,0
PE(40:8),PE(40:8),PE,diacyl,(40:8),(40:8),787.5152,15.0485,C45 H74 N1 O8 P1,M+H,1,7,7,7.69,C,19745,17297,27762,15081,24588,39091,23923,21201,0
PE(40:9),PE(40:9),PE,diacyl,(40:9),(40:9),785.4996,16.5922,C45 H72 N1 O8 P1,M+H,1,5,6,7.69,C,374602.5,1687557.13,1199278.58,1348532,1051831.9,1278977.78,2190403.61,1595127.46,0
PE(42:10),PE(42:10),PE,diacyl,(42:10),(42:10),811.5152,16.8989,C47 H74 N1 O8 P1,M+H,1,2,3,23.08,C,146624,66324.42,156670,195702,95745.31,138671.9,275295,85043,0
PE(42:2),PE(42:2),PE,diacyl,(42:2),(42:2),827.6404,32.539,C47 H90 N1 O8 P1,M+H,1,2,6,7.69,C,184565,153342,183649,143828,234603,442747,311627,444857,0
PE(42:4),PE(42:4),PE,diacyl,(42:4),(42:4),823.6091,25.7665,C47 H86 N1 O8 P1,M+H,2,6,8,15.38,B,1163300,941460,1109600,1806300,1388400,2297300,2380800,2251700,0
PE(42:6),PE(42:6),PE,diacyl,(42:6),(42:6),819.5778,23.3042,C47 H82 N1 O8 P1,M+H,1,4,8,15.38,C,115080,133040,321360,239780,286060,210450,207590,249980,0
PE(42:7),PE(42:7),PE,diacyl,(42:7),(42:7),817.5622,22.8243,C47 H80 N1 O8 P1,M+H,1,3,6,76.92,C,665210,837600,787440,880980,818830,796380,748580,812760,0
PE(42:9),PE(42:9),PE,diacyl,(42:9),(42:9),813.5309,19.5596,C47 H76 N1 O8 P1,M+H,1,5,4,15.38,C,539933,258202.2,307755.55,379702,63285.1,424717,518785,170909.28,0
PE(44:13),PE(44:13),PE,diacyl,(44:13),(44:13),833.4996,14.7745,C49 H72 N1 O8 P1,M+H,1,2,0,7.69,C,1460.9,595.17,59479,113780,109030,188040,219420,104300,0
PE(46:13),PE(46:13),PE,diacyl,(46:13),(46:13),861.5309,16.2824,C51 H76 N1 O8 P1,M+H,1,1,0,7.69,C,59925,148566,380980,412540,176163,559340,555500,673140,0
PE(46:14),PE(46:14),PE,diacyl,(46:14),(46:14),859.5152,15.0563,C51 H74 N1 O8 P1,M+H,1,1,0,69.23,C,24686,60368,67253,71158,60266,106600,76859,101560,0
PE(46:15),PE(46:15),PE,diacyl,(46:15),(46:15),857.4996,14.6387,C51 H72 N1 O8 P1,M+H,1,1,0,7.69,C,0,31230.069802,14515.11898,30791.056636,0,34121.76759,107065,272.2199,0
PE(O-13:0_23:1),PE(O-36:1),PE,alkyl-acyl,(O-13:0_23:1),(O-36:1),731.5829,30.5977,C41 H82 N1 O7 P1,M+H,1,3,0,7.69,C,531400,197060,677410,754450,763840,784530,836590,867750,0
PE(O-16:0_16:0),PE(O-32:0),PE,alkyl-acyl,(O-16:0_16:0),(O-32:0),677.5359,22.0955,C37 H76 N1 O7 P1,M-H,1,1,0,7.69,C,30833,32000,16470,54094,18858,35592,33772,40614,0
PE(O-16:0_18:1),PE(O-34:1),PE,alkyl-acyl,(O-16:0_18:1),(O-34:1),703.5516,22.2788,C39 H78 N1 O7 P1,M+H,2,4,0,23.08,A,1858200,1322200,1975600,2061700,2752400,3080800,2233900,993810,0
PE(O-16:0_20:3),PE(O-36:3),PE,alkyl-acyl,(O-16:0_20:3),(O-36:3),727.5516,21.1261,C41 H78 N1 O7 P1,M-H,1,3,0,7.69,C,13234,21560,17165,13692,23183,24561,22589,17524,0
PE(O-16:0_20:4),PE(O-36:4),PE,alkyl-acyl,(O-16:0_20:4),(O-36:4),725.5359,19.644,C41 H76 N1 O7 P1,M-H,1,6,0,61.54,B,2987140,1849380,1892650,3317220,3101540,2378170,2794980,3631900,0
PE(O-16:0_22:4),PE(O-38:4),PE,alkyl-acyl,(O-16:0_22:4),(O-38:4),753.5672,21.5442,C43 H80 N1 O7 P1,M+H,2,6,0,84.62,A,6009200,5421300,5314400,7352800,7398900,4584400,8891400,7655000,0
PE(O-16:0_22:6),PE(O-38:6),PE,alkyl-acyl,(O-16:0_22:6),(O-38:6),749.5359,18.3894,C43 H76 N1 O7 P1,M+H,1,4,0,7.69,B,68472000,73701000,54245690,56657598,57015431,73952000,86553000,50990967,0
PE(O-16:1_16:0),PE(O-32:1),PE,alkyl-acyl,(O-16:1_16:0),(O-32:1),675.5203,21.4123,C37 H74 N1 O7 P1,M-H,1,2,0,7.69,C,266522,576790,447790,481490,683470,470760,357580,1753960,0
PE(O-16:1_18:0),PE(O-34:1),PE,alkyl-acyl,(O-16:1_18:0),(O-34:1),703.5516,25.5523,C39 H78 N1 O7 P1,M+H,1,4,0,7.69,C,8318300,7848500,8543200,10064000,11924000,10243000,10049000,11497000,0
PE(O-16:1_18:1),PE(O-34:2),PE,alkyl-acyl,(O-16:1_18:1),(O-34:2),701.5359,21.6506,C39 H76 N1 O7 P1,M+H,2,3,0,15.38,A,44379804,149619143,118819287,189976008,154563146,189951493,272279931,216744127,3733.8
PE(O-16:1_20:3),PE(O-36:4),PE,alkyl-acyl,(O-16:1_20:3),(O-36:4),725.5359,20.2035,C41 H76 N1 O7 P1,M-H,1,6,0,15.38,B,981370,741930,983460,1247830,1195080,1235180,1411530,1420750,0
PE(O-16:1_20:4),PE(O-36:5),PE,alkyl-acyl,(O-16:1_20:4),(O-36:5),723.5203,18.6854,C41 H74 N1 O7 P1,M+H,2,2,0,84.62,A,52384420,51059333.62,70788380,83676543,59339440,63045713,74527451.63,89410530,11314
PE(O-16:1_20:5),PE(O-36:6),PE,alkyl-acyl,(O-16:1_20:5),(O-36:6),721.5046,17.0268,C41 H72 N1 O7 P1,M-H,1,1,0,46.15,C,79906,74528,87778,111044,45842,137948,120226,158558,0
PE(O-16:1_22:1),PE(O-38:2),PE,alkyl-acyl,(O-16:1_22:1),(O-38:2),757.5985,30.1423,C43 H84 N1 O7 P1,M+H,1,5,0,7.69,C,53436000,34202000,34269200,59188000,74576000,48851000,108326000,64754000,0
PE(O-16:1_22:3),PE(O-38:4),PE,alkyl-acyl,(O-16:1_22:3),(O-38:4),753.5672,23.7449,C43 H80 N1 O7 P1,M+H,1,6,0,7.69,C,3441800,3899100,4001400,3187900,4649400,6057600,4188700,6323600,0
PE(O-16:1_22:5),PE(O-38:6),PE,alkyl-acyl,(O-16:1_22:5),(O-38:6),749.5359,19.9387,C43 H76 N1 O7 P1,M-H,1,4,0,23.08,B,398720,651270,330480,835450,607730,624920,802450,665480,0
PE(O-16:1_22:6),PE(O-38:7),PE,alkyl-acyl,(O-16:1_22:6),(O-38:7),747.5203,18.024,C43 H74 N1 O7 P1,M-H,1,4,0,53.85,B,113038700,135797000,141681000,168845000,143822000,154986000,163468000,162846000,0
PE(O-16:1_22:7),PE(O-38:8),PE,alkyl-acyl,(O-16:1_22:7),(O-38:8),745.5046,16.5972,C43 H72 N1 O7 P1,M-H,1,1,0,15.38,C,132538,258800,139872,188708,184994,273000,197868,108298,0
PE(O-17:0_18:1),PE(O-35:1),PE,alkyl-acyl,(O-17:0_18:1),(O-35:1),717.5672,21.4136,C40 H80 N1 O7 P1,M+H,1,1,0,7.69,C,19115000,29264000,43900000,46772000,23611000,45492000,30776000,30533000,0
PE(O-17:0_22:6),PE(O-39:6),PE,alkyl-acyl,(O-17:0_22:6),(O-39:6),763.5516,20.1001,C44 H78 N1 O7 P1,M-H,1,1,0,7.69,C,19531,18144,20718,30308,29581,26715,20533,12735,0
PE(O-17:1_18:1),PE(O-35:2),PE,alkyl-acyl,(O-17:1_18:1),(O-35:2),715.5516,23.5491,C40 H78 N1 O7 P1,M-H,1,5,0,23.08,B,2889585,1986084,3297739,2954727,2706198,3937811,5305750,4803110,0
PE(O-17:1_20:1),PE(O-37:2),PE,alkyl-acyl,(O-17:1_20:1),(O-37:2),743.5829,27.7095,C42 H82 N1 O7 P1,M+H,2,3,0,23.08,A,2400330,1304670,2268880,1129750,1798130,4063360,3103380,1694420,2.5458e-8
PE(O-17:1_20:4),PE(O-37:5),PE,alkyl-acyl,(O-17:1_20:4),(O-37:5),737.5359,20.1931,C42 H76 N1 O7 P1,M-H,1,2,0,15.38,B,1302030,753327,1152160,1529630,631095,954799,1385610,1225653,0
PE(O-17:1_22:1),PE(O-39:2),PE,alkyl-acyl,(O-17:1_22:1),(O-39:2),771.6142,33.3129,C44 H86 N1 O7 P1,M+H,1,5,0,7.69,C,193120,190410,174530,385730,229410,361710,110420,496880,0.0015757
PE(O-17:1_22:6),PE(O-39:7),PE,alkyl-acyl,(O-17:1_22:6),(O-39:7),761.5359,19.0152,C44 H76 N1 O7 P1,M-H,1,2,0,38.46,C,1987557,1706495,2434120,2941940,2063276,2264670,2652181,2602704,0
PE(O-18:0_16:0),PE(O-34:0),PE,alkyl-acyl,(O-18:0_16:0),(O-34:0),705.5672,26.1683,C39 H80 N1 O7 P1,M+H,1,2,0,30.77,B,1038330,650680,1027270,1078109,1399560,1620280,1554639,1386680,0
PE(O-18:0_18:1),PE(O-36:1),PE,alkyl-acyl,(O-18:0_18:1),(O-36:1),731.5829,26.6542,C41 H82 N1 O7 P1,M+H,1,3,0,15.38,B,635220,2078900,635030,723320,3969600,2122200,2862500,1517500,0
PE(O-18:0_20:4),PE(O-38:4),PE,alkyl-acyl,(O-18:0_20:4),(O-38:4),753.5672,22.7909,C43 H80 N1 O7 P1,M-H,1,6,0,23.08,B,722620,449500,1803100,1836500,1371100,1378000,1445300,1424600,0
PE(O-18:0_22:4),PE(O-40:4),PE,alkyl-acyl,(O-18:0_22:4),(O-40:4),781.5985,25.773,C45 H84 N1 O7 P1,M-H,1,6,0,7.69,B,487420,462900,514020,566970,189320,56924,687830,28447,0
PE(O-18:0_22:6),PE(O-40:6),PE,alkyl-acyl,(O-18:0_22:6),(O-40:6),777.5672,21.8894,C45 H80 N1 O7 P1,M-H,1,5,0,7.69,C,1817400,1474400,1115100,3618900,3728100,5365700,4509900,4096600,0
PE(O-18:1_14:0),PE(O-32:1),PE,alkyl-acyl,(O-18:1_14:0),(O-32:1),675.5203,21.6364,C37 H74 N1 O7 P1,M-H,2,2,0,15.38,B,962580,990700,873310,1327700,1342000,1127800,1228700,508430,0
PE(O-18:1_16:0),PE(O-34:1),PE,alkyl-acyl,(O-18:1_16:0),(O-34:1),703.5516,22.3857,C39 H78 N1 O7 P1,M+H,1,4,0,7.69,C,11202940,12631800,12219700,16512400,18060600,18096700,14254110,15931410,0
PE(O-18:1_18:1),PE(O-36:2),PE,alkyl-acyl,(O-18:1_18:1),(O-36:2),729.5672,25.7183,C41 H80 N1 O7 P1,M+H,2,5,0,30.77,A,75724000,83337000,51482700,88065200,77047800,72007500,145504000,58072800,241.36
PE(O-18:1_20:0),PE(O-38:1),PE,alkyl-acyl,(O-18:1_20:0),(O-38:1),759.6142,35.1326,C43 H86 N1 O7 P1,M-H,1,2,0,30.77,C,175426.7,272302,202051,351497,270514.4,572190,326497.1,527615,0
PE(O-18:1_20:1),PE(O-38:2),PE,alkyl-acyl,(O-18:1_20:1),(O-38:2),757.5985,26.2048,C43 H84 N1 O7 P1,M+H,1,5,0,15.38,B,9111020,8914900,9557700,9991080,11431740,12231140,19194400,15949240,0
PE(O-18:1_20:3),PE(O-38:4),PE,alkyl-acyl,(O-18:1_20:3),(O-38:4),753.5672,24.7003,C43 H80 N1 O7 P1,M-H,1,6,0,7.69,C,5378110,1924810,2094670,2403360,1673930,1694990,3743860,2919050,0
PE(O-18:1_22:1),PE(O-40:2),PE,alkyl-acyl,(O-18:1_22:1),(O-40:2),785.6298,35.0656,C45 H88 N1 O7 P1,M-H,1,4,0,15.38,B,1778800,1737060,1859280,2072400,2241400,3347400,3581400,3392000,0
PE(O-18:1_22:2),PE(O-40:3),PE,alkyl-acyl,(O-18:1_22:2),(O-40:3),783.6142,30.8397,C45 H86 N1 O7 P1,M+H,2,6,0,23.08,A,973790,2489880,3017440,2399450,2912810,5024580,4440250,4484710,0
PE(O-18:1_22:3),PE(O-40:4),PE,alkyl-acyl,(O-18:1_22:3),(O-40:4),781.5985,26.9756,C45 H84 N1 O7 P1,M+H,1,6,0,7.69,B,792360,679212,937660,802693,1131360,1635810,1324730,1627590,8.9972e-7
PE(O-18:1_22:4),PE(O-40:5),PE,alkyl-acyl,(O-18:1_22:4),(O-40:5),779.5829,24.2703,C45 H82 N1 O7 P1,M-H,1,6,0,69.23,B,54259600,31123300,65294000,75064000,50812100,54500600,59908400,58082400,0
PE(O-18:1_22:5),PE(O-40:6),PE,alkyl-acyl,(O-18:1_22:5),(O-40:6),777.5672,22.7313,C45 H80 N1 O7 P1,M-H,1,5,0,7.69,B,3781103,2048091.9,4303386,5276026.2,5592892,5794099,6973591,3844278.2,0
PE(O-18:1_22:6),PE(O-40:7),PE,alkyl-acyl,(O-18:1_22:6),(O-40:7),775.5516,21.1871,C45 H78 N1 O7 P1,M-H,1,3,0,38.46,B,380758000,194599000,326558000,325536000,465052000,300825000,332184000,349782000,1374.08
PE(O-18:1_22:7),PE(O-40:8),PE,alkyl-acyl,(O-18:1_22:7),(O-40:8),773.5359,19.3975,C45 H76 N1 O7 P1,M-H,1,2,0,7.69,C,87009,85556,90463,58311,73088,61922,76780,84615,0
PE(O-18:1_23:1),PE(O-41:2),PE,alkyl-acyl,(O-18:1_23:1),(O-41:2),799.6455,35.7483,C46 H90 N1 O7 P1,M-H,1,1,0,23.08,C,145766,114967,124078,145976,151613,269420,318010,201161,0
PE(O-18:1_24:1),PE(O-42:2),PE,alkyl-acyl,(O-18:1_24:1),(O-42:2),813.6611,36.3439,C47 H92 N1 O7 P1,M-H,1,1,0,30.77,C,51893,56462,49442,75239,81691,82488,117630,68502,0
PE(O-18:2_16:0),PE(O-34:2),PE,alkyl-acyl,(O-18:2_16:0),(O-34:2),701.5359,21.5285,C39 H76 N1 O7 P1,M-H,1,3,0,7.69,B,29468000,20851500,32971000,35986000,34758000,34698000,26185000,21326000,0
PE(O-18:2_16:1),PE(O-34:3),PE,alkyl-acyl,(O-18:2_16:1),(O-34:3),699.5203,18.8262,C39 H74 N1 O7 P1,M+H,2,3,0,23.08,A,5341550,4999500,3748690,5470070,5597780,7695820,8682340,7375560,0
PE(O-18:2_17:1),PE(O-35:3),PE,alkyl-acyl,(O-18:2_17:1),(O-35:3),713.5359,20.4128,C40 H76 N1 O7 P1,M-H,1,1,0,23.08,B,160100,134260,183990,187830,115370,239010,276700,241660,0
PE(O-18:2_18:0),PE(O-36:2),PE,alkyl-acyl,(O-18:2_18:0),(O-36:2),729.5672,25.8251,C41 H80 N1 O7 P1,M+H,1,5,0,15.38,C,70330000,71254000,79651000,82282000,72301000,117310000,127680000,104890000,241.36
PE(O-18:2_18:1),PE(O-36:3),PE,alkyl-acyl,(O-18:2_18:1),(O-36:3),727.5516,22.4519,C41 H78 N1 O7 P1,M-H,1,3,0,23.08,B,46199410,49278700,75589200,79043800,80656800,98664000,42752600,75004700,0
PE(O-18:2_19:1),PE(O-37:3),PE,alkyl-acyl,(O-18:2_19:1),(O-37:3),741.5672,23.6831,C42 H80 N1 O7 P1,M-H,1,4,0,23.08,B,2536233,2640430,2604854,2823030,2938310,4581180,4842330,4168540,0
PE(O-18:2_20:0),PE(O-38:2),PE,alkyl-acyl,(O-18:2_20:0),(O-38:2),757.5985,46.5103,C43 H84 N1 O7 P1,M+H,1,5,0,15.38,C,92563,26742,74922,85242,61176,122940,148930,117970,0
PE(O-18:2_20:1),PE(O-38:3),PE,alkyl-acyl,(O-18:2_20:1),(O-38:3),755.5829,25.5613,C43 H82 N1 O7 P1,M+H,2,3,0,15.38,A,40337500,52270800,57804900,83402700,100147000,157090000,94453500,97172000,0
PE(O-18:2_20:4),PE(O-38:6),PE,alkyl-acyl,(O-18:2_20:4),(O-38:6),749.5359,18.826,C43 H76 N1 O7 P1,M-H,1,4,0,76.92,B,31900072,52901163,95869480,59888950,63930234,73233990,49830250,65629200,0
PE(O-18:2_21:0),PE(O-39:2),PE,alkyl-acyl,(O-18:2_21:0),(O-39:2),771.6142,32.7488,C44 H86 N1 O7 P1,M-H,1,5,0,7.69,C,609750,312430,346730,616050,358780,1056750,1264210,699670,195.67
PE(O-18:2_21:1),PE(O-39:3),PE,alkyl-acyl,(O-18:2_21:1),(O-39:3),769.5985,27.5071,C44 H84 N1 O7 P1,M-H,1,3,0,7.69,C,524344.6,253085.6,494828,384144,461680,709670,740225,849420,0
PE(O-18:2_22:1),PE(O-40:3),PE,alkyl-acyl,(O-18:2_22:1),(O-40:3),783.6142,30.0101,C45 H86 N1 O7 P1,M+H,2,6,0,15.38,A,14907350,22241770,26223420,16302950,21802990,24929350,26771090,25262920,0
PE(O-18:2_22:2),PE(O-40:4),PE,alkyl-acyl,(O-18:2_22:2),(O-40:4),781.5985,25.5974,C45 H84 N1 O7 P1,M+H,1,6,0,46.15,B,6550470,6236300,8972640,9701518,8894960,9160140,9902040,9157680,8.9972e-7
PE(O-18:2_22:3),PE(O-40:5),PE,alkyl-acyl,(O-18:2_22:3),(O-40:5),779.5829,23.3033,C45 H82 N1 O7 P1,M-H,1,6,0,23.08,B,2485720,2323580,1988770,2903660,2612470,3952800,3685560,2285686.2,0
PE(O-18:2_22:4),PE(O-40:6),PE,alkyl-acyl,(O-18:2_22:4),(O-40:6),777.5672,21.1078,C45 H80 N1 O7 P1,M-H,1,5,0,7.69,B,2937000,3682900,3478200,3020200,4722000,6191100,4769000,3890100,228.48
PE(O-18:2_22:5),PE(O-40:7),PE,alkyl-acyl,(O-18:2_22:5),(O-40:7),775.5516,18.5904,C45 H78 N1 O7 P1,M-H,1,3,0,53.85,B,1531700,1375900,1661200,1781400,1608500,2055200,1432600,1392300,0
PE(O-18:2_22:6),PE(O-40:8),PE,alkyl-acyl,(O-18:2_22:6),(O-40:8),773.5359,18.2237,C45 H76 N1 O7 P1,M-H,1,2,0,38.46,B,120198470,118201900,115550990,127958215,128900840,173093933.7,157149820,143408730,0
PE(O-18:2_22:7),PE(O-40:9),PE,alkyl-acyl,(O-18:2_22:7),(O-40:9),771.5203,16.9003,C45 H74 N1 O7 P1,M-H,1,4,0,15.38,C,41149,14276,14261,40806,16353,47496,45194,47507,0
PE(O-18:2_23:1),PE(O-41:3),PE,alkyl-acyl,(O-18:2_23:1),(O-41:3),797.6298,32.6732,C46 H88 N1 O7 P1,M+H,2,4,0,30.77,A,883239,889898,1050527.2,1038855,1473373,1935050,2523972,2503330,0
PE(O-18:2_24:1),PE(O-42:3),PE,alkyl-acyl,(O-18:2_24:1),(O-42:3),811.6455,35.0482,C47 H90 N1 O7 P1,M-H,1,4,0,61.54,B,363550,338400,391320,408690,470600,695700,699760,709050,0
PE(O-18:3_20:4),PE(O-38:7),PE,alkyl-acyl,(O-18:3_20:4),(O-38:7),747.5203,16.8471,C43 H74 N1 O7 P1,M-H,1,4,0,30.77,B,190041,251470,143941,266130,245656,239830,205672,369760,0
PE(O-18:3_22:6),PE(O-40:9),PE,alkyl-acyl,(O-18:3_22:6),(O-40:9),771.5203,16.196,C45 H74 N1 O7 P1,M-H,1,4,0,15.38,C,952824,500076.05,921097,981654,654668.82,833939,516117.43,928114,0
PE(O-18:4_18:0),PE(O-36:4),PE,alkyl-acyl,(O-18:4_18:0),(O-36:4),725.5359,21.2136,C41 H76 N1 O7 P1,M+H,1,6,0,7.69,C,322400,169530,145340,278190,441950,542030,419370,457460,136.35
PE(O-19:1_22:4),PE(O-41:5),PE,alkyl-acyl,(O-19:1_22:4),(O-41:5),793.5985,27.1004,C46 H84 N1 O7 P1,M+H,1,2,0,7.69,C,27480,15.078,44981,56229,871.07,25679,100200,114850,0
PE(O-19:1_22:6),PE(O-41:7),PE,alkyl-acyl,(O-19:1_22:6),(O-41:7),789.5672,23.1206,C46 H80 N1 O7 P1,M-H,1,1,0,15.38,B,0,34712,17731,81671,0,38041,0,0,0
PE(O-19:2_18:0),PE(O-37:2),PE,alkyl-acyl,(O-19:2_18:0),(O-37:2),743.5829,21.4829,C42 H82 N1 O7 P1,M+H,1,3,0,7.69,C,6183200,13012000,12408000,9676800,20741000,19653000,15237000,16644000,0
PE(O-19:2_20:0),PE(O-39:2),PE,alkyl-acyl,(O-19:2_20:0),(O-39:2),771.6142,32.6245,C44 H86 N1 O7 P1,M+H,1,5,0,15.38,B,326980,397040,424820,851620,519310,466740,1285900,896280,645.18
